Customer ID,Product Category,Satisfaction Score,Days for Delivery,Customer Service Interaction,Purchase Amount,Customer Age,Gender
CUST0809,Clothing,4.0,5.0,yes,140.84,23.0,nan
CUST0816,Electronics,,5.0,nan,81.63,18.0,Male
CUST0943,,5.0,6.0,No,68.04,7.0,nan
CUST0710,Books,7.0,5.0,no,0.0,42.0,Male
CUST0051,Home Goods,10.0,5.0,No,116.25,30.0,Prefer not to say
CUST0207,Books,,6.0,no,107.66,37.0,M
CUST0897,Clothing,8.0,7.0,nan,71.3,33.0,
CUST0965,Home Goods,,7.0,no,127.87,30.0,Female
CUST0421,Clothing,7.0,6.0,Yes,35.12,20.0,nan
CUST0441,Electronics,10.0,3.0,yes,59.11,27.0,M
CUST0219,Books,8.0,4.0,No,181.32,46.0,Male
CUST0877,Clothing,8.0,7.0,N,99.86,34.0,nan
CUST0472,Books,8.0,,yes,99.03,8.0,F
CUST0240,Books,6.0,7.0,N,41.06,36.0,M
CUST0715,Books,9.0,6.0,No,,35.0,nan
,Clothing,6.0,3.0,Y,3.39,33.0,Other
CUST0306,Electronics,9.0,,,91.52,40.0,Male
CUST0261,Electronics,2.0,5.0,no,81.32,53.0,M
CUST0087,Clothing,4.0,5.0,no,17.55,50.0,F
CUST0345,Home Goods,7.0,5.0,,146.4,9.0,F
CUST0471,,5.0,8.0,Y,198.54,28.0,
CUST0784,Books,9.0,6.0,yes,42.15,,Prefer not to say
CUST0116,Books,11.0,4.0,nan,88.08,24.0,F
CUST0382,Clothing,11.0,5.0,nan,0.0,18.0,M
CUST0020,Home Goods,8.0,3.0,yes,144.5,44.0,M
CUST0286,Home Goods,3.0,4.0,Y,86.55,0.0,nan
CUST0380,Electronics,6.0,3.0,No,,26.0,F
CUST0501,Home Goods,8.0,3.0,Yes,90.93,51.0,Female
CUST0248,Electronics,6.0,7.0,No,42.41,41.0,Female
CUST0249,Electronics,5.0,4.0,nan,64.25,43.0,Female
CUST0787,Home Goods,7.0,4.0,N,85.4,13.0,F
CUST0527,Home Goods,7.0,6.0,Yes,104.04,44.0,Prefer not to say
CUST0253,Books,4.0,9.0,no,83.61,50.0,Female
CUST0924,Home Goods,8.0,7.0,Y,145.8,45.0,nan
CUST0575,Home Goods,8.0,5.0,yes,116.29,23.0,M
CUST0335,Clothing,8.0,6.0,No,152.64,9.0,Other
CUST0083,Electronics,6.0,3.0,No,45.23,7.0,
CUST0647,Electronics,8.0,6.0,yes,75.2,48.0,Other
CUST0711,,7.0,6.0,No,98.09,25.0,Prefer not to say
CUST0439,Home Goods,6.0,5.0,,71.9,28.0,Other
CUST0526,Home Goods,7.0,9.0,No,133.82,26.0,Male
CUST0158,Clothing,10.0,4.0,yes,68.17,41.0,F
CUST0243,Books,7.0,5.0,Y,103.67,,Prefer not to say
CUST0337,Electronics,4.0,6.0,N,85.99,48.0,F
CUST0266,Clothing,9.0,6.0,Y,74.0,19.0,Female
CUST0866,Electronics,9.0,8.0,Yes,80.9,50.0,nan
CUST0291,Electronics,5.0,7.0,Y,0.73,36.0,Male
CUST0376,Books,7.0,6.0,yes,98.87,12.0,Other
CUST0169,Home Goods,8.0,5.0,nan,120.54,53.0,
CUST0485,Electronics,7.0,3.0,No,0.0,40.0,Female
CUST0435,Books,6.0,5.0,yes,98.42,23.0,M
CUST0415,Home Goods,9.0,9.0,No,61.99,49.0,Prefer not to say
CUST0780,,12.0,3.0,No,103.79,15.0,Male
CUST0759,Electronics,7.0,5.0,No,150.22,22.0,nan
CUST0852,Clothing,6.0,3.0,yes,111.07,54.0,Male
CUST0964,Home Goods,7.0,4.0,no,120.61,40.0,Female
CUST0993,Clothing,6.0,4.0,yes,7563.0,33.0,nan
CUST0109,Clothing,10.0,8.0,yes,111.47,44.0,F
CUST0272,Books,7.0,8.0,Y,150.23,46.0,
CUST0044,Books,3.0,4.0,yes,55.33,32.0,M
CUST0438,Books,6.0,4.0,Y,104.56,53.0,Female
CUST0461,Clothing,,8.0,No,85.2,56.0,nan
CUST0059,Home Goods,4.0,,Yes,176.69,18.0,Female
,Books,5.0,4.0,nan,95.92,56.0,Prefer not to say
CUST0707,Books,8.0,6.0,Y,142.63,59.0,
CUST0071,Clothing,7.0,7.0,No,51.87,20.0,Prefer not to say
CUST0388,Home Goods,9.0,5.0,nan,197.56,,Female
CUST0862,Electronics,5.0,2.0,no,71.91,47.0,Prefer not to say
CUST0109,Clothing,10.0,8.0,yes,111.47,44.0,F
CUST0085,Home Goods,6.0,7.0,Yes,97.24,26.0,Male
CUST0344,Clothing,5.0,9.0,No,110.49,43.0,nan
,Books,9.0,3.0,no,70.37,36.0,Male
,Home Goods,7.0,7.0,Yes,64.27,50.0,Prefer not to say
CUST0813,Electronics,7.0,4.0,Yes,142.28,25.0,Other
CUST0193,Electronics,,4.0,N,21.93,48.0,F
CUST0650,Electronics,10.0,11.0,Y,14.89,32.0,nan
CUST0431,Electronics,8.0,1.0,nan,30.55,39.0,Female
CUST0463,,6.0,7.0,Y,227.73,29.0,nan
CUST0038,Electronics,9.0,3.0,no,74.39,31.0,M
CUST0227,Electronics,8.0,7.0,N,136.61,34.0,
CUST0507,Books,9.0,4.0,Y,53.61,36.0,M
CUST0159,Electronics,2.0,4.0,No,96.59,34.0,M
CUST0175,Books,8.0,5.0,Yes,4263.0,60.0,Other
CUST0512,Clothing,7.0,8.0,Yes,44.11,8.0,Other
CUST0118,Clothing,8.0,5.0,no,49.57,54.0,Male
CUST0785,Clothing,9.0,7.0,no,98.85,26.0,F
CUST0967,Electronics,8.0,6.0,Yes,120.17,30.0,Prefer not to say
CUST0778,Books,4.0,7.0,Yes,68.09,41.0,M
CUST0479,Electronics,6.0,8.0,N,59.89,32.0,Male
CUST0909,Home Goods,7.0,3.0,Yes,114.42,,
CUST0173,Home Goods,8.0,8.0,No,98.66,34.0,Female
CUST0532,Books,7.0,4.0,No,145.99,40.0,Prefer not to say
CUST0830,Books,9.0,6.0,Yes,,58.0,M
CUST0075,Electronics,11.0,5.0,nan,45.58,46.0,M
CUST0223,Clothing,3.0,6.0,N,107.59,33.0,Male
CUST0295,Clothing,8.0,,Yes,99.45,,Other
CUST0980,Clothing,7.0,8.0,N,166.01,37.0,Other
CUST0313,Books,9.0,6.0,,,21.0,Male
CUST0584,Clothing,4.0,7.0,N,187.34,53.0,F
CUST0029,,8.0,4.0,N,70.03,46.0,nan
CUST0712,Clothing,3.0,3.0,no,102.49,22.0,nan
CUST0590,Electronics,3.0,4.0,No,196.77,,Other
CUST0835,Electronics,5.0,4.0,N,51.08,25.0,F
CUST0962,Electronics,9.0,,nan,95.27,52.0,
CUST0341,Home Goods,7.0,4.0,no,8.2,45.0,nan
CUST0279,Electronics,6.0,8.0,No,49.02,37.0,F
CUST0671,Electronics,7.0,4.0,Yes,168.4,51.0,nan
CUST0559,Books,11.0,6.0,No,109.34,34.0,nan
CUST0014,Home Goods,9.0,4.0,Yes,86.91,37.0,F
CUST0931,Home Goods,5.0,7.0,No,80.76,30.0,Prefer not to say
CUST0048,Home Goods,,,No,75.64,44.0,nan
CUST0766,,3.0,8.0,N,,41.0,Male
CUST0522,Home Goods,,3.0,nan,81.92,40.0,Female
CUST0349,Books,9.0,7.0,N,133.17,25.0,Other
CUST0801,Electronics,5.0,2.0,yes,47.68,,
CUST0085,Home Goods,6.0,7.0,Yes,97.24,26.0,Male
CUST0218,Electronics,10.0,3.0,yes,117.55,23.0,Female
CUST0693,Electronics,10.0,5.0,Y,80.09,22.0,nan
CUST0874,Electronics,7.0,5.0,no,182.56,35.0,F
CUST0690,,6.0,4.0,yes,141.4,23.0,Male
CUST0374,Books,8.0,8.0,No,126.67,34.0,Male
CUST0433,Electronics,7.0,5.0,Y,85.86,37.0,Prefer not to say
CUST0451,Clothing,10.0,3.0,no,151.79,26.0,Other
CUST0390,Electronics,4.0,2.0,Yes,100.03,27.0,Other
CUST0088,Electronics,10.0,5.0,Yes,100.49,27.0,F
CUST0502,Electronics,6.0,6.0,no,75.28,42.0,M
CUST0199,Electronics,7.0,6.0,No,157.87,38.0,Female
CUST0519,Books,7.0,5.0,nan,10.16,20.0,M
CUST0578,Clothing,,6.0,Yes,72.03,43.0,Other
CUST0558,,7.0,,,126.59,36.0,nan
CUST0383,Books,6.0,5.0,,,22.0,nan
CUST0304,Clothing,8.0,4.0,N,135.72,55.0,Male
CUST0869,Home Goods,9.0,2.0,Y,50.23,38.0,nan
CUST0395,Home Goods,,2.0,Yes,46.62,0.0,Male
CUST0231,Clothing,7.0,6.0,Yes,21751.0,31.0,Male
CUST0825,Books,5.0,2.0,nan,104.56,16.0,M
CUST0364,Clothing,4.0,7.0,Yes,48.14,35.0,Male
CUST0028,,10.0,9.0,N,81.73,10.0,Female
CUST0621,Books,9.0,5.0,N,18.12,38.0,Male
CUST0887,Electronics,5.0,4.0,N,94.0,38.0,Female
CUST0229,Electronics,12.0,5.0,no,132.73,17.0,Prefer not to say
CUST0572,Home Goods,8.0,11.0,nan,140.37,39.0,
CUST0880,Electronics,4.0,7.0,nan,130.99,21.0,Female
CUST0323,Books,3.0,,Y,125.83,15.0,M
CUST0542,Clothing,8.0,4.0,Y,42.53,55.0,F
CUST0116,Books,11.0,4.0,nan,88.08,24.0,F
CUST0330,Books,9.0,5.0,Yes,42.92,18.0,Prefer not to say
CUST0152,Home Goods,6.0,4.0,Y,121.67,32.0,nan
CUST0354,Books,9.0,8.0,nan,144.74,17.0,M
CUST0529,,7.0,1.0,nan,149.79,52.0,nan
CUST0299,Electronics,5.0,3.0,nan,133.66,0.0,Other
CUST0069,Books,6.0,,Yes,116.57,36.0,Prefer not to say
CUST0961,Electronics,2.0,4.0,N,74.82,25.0,Male
CUST0271,Clothing,7.0,5.0,Yes,,22.0,M
CUST0055,Home Goods,8.0,6.0,nan,,27.0,F
CUST0700,Home Goods,8.0,3.0,N,88.61,48.0,M
CUST0973,Electronics,4.0,1.0,no,80.98,45.0,Prefer not to say
CUST0941,Books,5.0,3.0,Yes,178.49,22.0,Female
CUST0810,Electronics,8.0,4.0,no,78.69,31.0,M
CUST0977,Books,7.0,2.0,no,37.53,50.0,Male
CUST0531,Electronics,8.0,3.0,Y,7.7,26.0,nan
CUST0986,Clothing,10.0,4.0,N,83.14,13.0,Male
CUST0188,Home Goods,7.0,2.0,nan,68.49,67.0,nan
CUST0930,Electronics,4.0,6.0,Y,75.38,34.0,Prefer not to say
CUST0156,Clothing,5.0,9.0,No,74.07,61.0,F
CUST0120,Electronics,6.0,4.0,nan,135.76,40.0,Female
CUST0845,Electronics,6.0,4.0,,149.83,28.0,M
CUST0089,Books,10.0,3.0,Yes,203.78,10.0,Male
CUST0602,Books,9.0,6.0,no,93.21,56.0,Male
CUST0667,Clothing,8.0,4.0,N,,55.0,Other
CUST0691,Clothing,4.0,6.0,No,86.89,37.0,Male
CUST0372,Books,,7.0,Yes,0.0,30.0,Male
CUST0086,Home Goods,2.0,4.0,Y,124.24,38.0,Female
CUST0651,Home Goods,5.0,6.0,Y,7013.0,42.0,Other
CUST0103,Clothing,10.0,2.0,No,44.78,17.0,Female
CUST0804,Electronics,5.0,6.0,Y,69.24,33.0,Prefer not to say
CUST0493,Electronics,7.0,2.0,,171.29,19.0,
CUST0024,Books,8.0,4.0,yes,39.3,33.0,Other
CUST0205,Books,7.0,3.0,N,40.01,39.0,Male
CUST0114,,,6.0,yes,18.76,38.0,F
CUST0889,Books,9.0,,Y,101.7,47.0,Female
CUST0009,Home Goods,9.0,4.0,Y,167.7,42.0,F
CUST0948,Books,10.0,4.0,Yes,0.0,63.0,M
CUST0257,Home Goods,6.0,5.0,Y,57.98,33.0,Prefer not to say
CUST0302,Electronics,6.0,5.0,nan,40.7,34.0,Prefer not to say
CUST0658,Home Goods,7.0,5.0,yes,114.1,41.0,nan
CUST0031,Electronics,10.0,5.0,yes,220.5,33.0,Other
CUST0911,Home Goods,9.0,6.0,Y,28.94,39.0,Prefer not to say
,Books,7.0,,No,109.36,39.0,Female
CUST0127,Clothing,7.0,4.0,yes,123.34,52.0,Other
CUST0662,Home Goods,4.0,5.0,nan,46.5,31.0,Female
,Books,8.0,5.0,Yes,195.08,51.0,Other
CUST0160,Books,5.0,6.0,N,57.43,11.0,M
,Books,3.0,5.0,Y,58.44,28.0,F
CUST0027,Clothing,4.0,6.0,,158.58,31.0,F
CUST0972,,8.0,,N,26.2,15.0,Male
CUST0357,Clothing,6.0,5.0,,181.16,26.0,nan
CUST0609,Books,5.0,6.0,N,63.62,41.0,nan
CUST0147,Home Goods,7.0,6.0,N,29.18,53.0,Prefer not to say
CUST0676,Electronics,1.0,5.0,No,13.37,39.0,M
CUST0833,Home Goods,5.0,9.0,Y,123.65,48.0,F
CUST0288,Electronics,6.0,3.0,Yes,132.75,36.0,F
CUST0281,Books,,3.0,No,87.91,60.0,nan
CUST0907,Clothing,7.0,5.0,Y,,45.0,Other
CUST0184,Home Goods,,4.0,Y,54.65,50.0,nan
CUST0654,Electronics,9.0,1.0,no,179.96,24.0,Other
CUST0018,Books,7.0,6.0,nan,63.36,29.0,Other
CUST0077,Books,,5.0,N,94.57,38.0,Other
CUST0987,Books,4.0,5.0,Yes,60.94,39.0,Male
CUST0822,Books,6.0,6.0,N,83.29,49.0,Other
CUST0060,Electronics,8.0,4.0,N,106.89,42.0,nan
CUST0394,,8.0,,No,88.02,35.0,M
CUST0891,Home Goods,12.0,6.0,No,38.33,0.0,Female
CUST0534,Electronics,7.0,4.0,No,169.54,49.0,Other
CUST0174,Books,6.0,4.0,N,74.31,27.0,Male
CUST0849,Home Goods,5.0,3.0,nan,101.19,54.0,Male
CUST0752,,5.0,8.0,nan,137.96,38.0,Other
CUST0612,Clothing,8.0,3.0,Y,63.27,42.0,Female
CUST0854,Home Goods,10.0,6.0,N,37.34,44.0,Male
CUST0533,Electronics,6.0,5.0,no,109.24,21.0,Male
,Home Goods,7.0,8.0,Yes,64.97,52.0,Prefer not to say
CUST0543,Home Goods,10.0,7.0,Y,62.18,40.0,Prefer not to say
CUST0594,Books,9.0,6.0,nan,106.61,26.0,nan
CUST0882,Clothing,5.0,6.0,No,79.57,33.0,nan
CUST0518,Clothing,10.0,6.0,yes,72.89,51.0,nan
CUST0475,Home Goods,7.0,5.0,N,141.82,51.0,M
CUST0202,Books,5.0,4.0,yes,66.03,36.0,Prefer not to say
CUST0756,Clothing,10.0,5.0,N,15.37,62.0,M
CUST0739,Electronics,10.0,5.0,N,195.16,23.0,Male
CUST0459,Home Goods,7.0,5.0,Yes,152.26,37.0,nan
CUST0704,Books,7.0,8.0,Y,81.99,30.0,Other
CUST0180,Home Goods,6.0,4.0,N,124.95,23.0,F
CUST0490,Electronics,11.0,8.0,yes,150.52,15.0,Female
CUST0571,Clothing,8.0,1.0,Yes,88.28,50.0,Male
CUST0665,Electronics,6.0,7.0,yes,107.86,18.0,M
CUST0861,Books,7.0,3.0,N,110.74,28.0,Female
,Clothing,6.0,0.0,N,104.22,23.0,F
CUST0397,Books,8.0,2.0,nan,50.12,36.0,nan
CUST0920,Books,5.0,11.0,nan,16.78,35.0,Other
CUST0645,Books,6.0,7.0,Y,125.14,,F
CUST0786,Electronics,8.0,5.0,yes,63.57,64.0,F
CUST0688,Electronics,4.0,5.0,nan,188.93,6.0,Prefer not to say
CUST0095,Clothing,7.0,6.0,no,128.3,36.0,Other
CUST0414,Electronics,7.0,5.0,yes,135.44,,nan
CUST0666,Electronics,,,N,100.31,43.0,Prefer not to say
CUST0317,Home Goods,6.0,6.0,nan,84.37,33.0,F
CUST0446,Home Goods,5.0,,No,80.05,25.0,Male
CUST0225,Clothing,8.0,4.0,Y,88.39,43.0,Female
CUST0538,Home Goods,6.0,5.0,N,140.2,,F
CUST0879,Electronics,7.0,6.0,nan,88.58,41.0,Female
CUST0596,Books,8.0,2.0,nan,111.75,26.0,
,Home Goods,8.0,3.0,nan,161.69,24.0,nan
CUST0724,Electronics,11.0,6.0,yes,62.54,52.0,Other
CUST0893,Electronics,7.0,6.0,yes,172.78,27.0,Prefer not to say
,Clothing,6.0,9.0,nan,56.75,37.0,Prefer not to say
CUST0080,Books,7.0,6.0,yes,37.43,24.0,nan
CUST0795,,7.0,5.0,nan,116.57,61.0,F
CUST0827,Home Goods,6.0,7.0,nan,56.99,49.0,Other
CUST0890,Electronics,7.0,3.0,N,47.91,26.0,M
CUST0130,Books,9.0,,yes,54.4,73.0,nan
CUST0171,Books,6.0,7.0,N,116.8,27.0,Male
CUST0046,Books,3.0,7.0,yes,72.69,27.0,Male
CUST0731,Home Goods,12.0,,no,25.54,30.0,F
CUST0659,Books,7.0,3.0,N,107.99,21.0,Prefer not to say
CUST0847,Clothing,,1.0,No,48.87,13.0,F
CUST0113,Books,5.0,7.0,no,139.02,10.0,Other
CUST0444,Books,6.0,5.0,,157.09,68.0,Female
CUST0897,Clothing,8.0,7.0,nan,71.3,33.0,
CUST0255,,6.0,5.0,yes,174.81,45.0,nan
CUST0106,Clothing,10.0,10.0,Yes,75.36,7.0,Female
CUST0327,Home Goods,6.0,1.0,N,124.09,20.0,nan
CUST0426,Electronics,6.0,5.0,yes,238.3,36.0,F
CUST0981,Books,7.0,4.0,No,114.88,36.0,M
CUST0670,Home Goods,6.0,3.0,No,85.82,41.0,Male
CUST0350,Home Goods,8.0,2.0,nan,6379.0,11.0,M
CUST0664,Clothing,10.0,5.0,,155.2,30.0,Prefer not to say
CUST0332,Electronics,7.0,5.0,Yes,89.68,64.0,Male
CUST0163,Books,8.0,7.0,No,,24.0,nan
CUST0689,Home Goods,9.0,,yes,132.85,51.0,nan
CUST0642,Clothing,7.0,7.0,Y,232.25,7.0,M
CUST0970,Home Goods,,6.0,N,71.72,52.0,F
CUST0458,Books,8.0,5.0,Yes,13.09,35.0,F
CUST0960,Home Goods,4.0,7.0,No,62.89,30.0,M
CUST0564,Home Goods,7.0,5.0,No,142.21,54.0,M
CUST0791,Clothing,4.0,2.0,N,81.13,35.0,Male
CUST0210,Electronics,6.0,3.0,yes,21.18,20.0,Prefer not to say
CUST0769,,10.0,2.0,N,101.11,31.0,Male
CUST0740,Books,5.0,6.0,No,137.7,43.0,
CUST0580,Clothing,10.0,5.0,Y,110.65,12.0,M
CUST0728,Home Goods,8.0,3.0,nan,193.14,37.0,Prefer not to say
,Books,9.0,3.0,N,107.22,27.0,Other
CUST0321,Books,4.0,6.0,Y,138.07,42.0,Male
CUST0823,Clothing,4.0,4.0,no,32.77,21.0,nan
CUST0807,Books,6.0,9.0,Yes,160.15,19.0,M
CUST0640,Books,8.0,5.0,nan,152.01,43.0,
CUST0565,Books,7.0,1.0,nan,91.25,20.0,Male
CUST0656,Electronics,6.0,4.0,yes,114.15,42.0,F
CUST0066,Clothing,9.0,8.0,No,26.89,60.0,F
CUST0068,Electronics,8.0,10.0,no,157.34,0.0,F
CUST0447,,5.0,7.0,yes,54.15,24.0,M
,Books,7.0,4.0,Yes,130.42,39.0,Male
CUST0389,Electronics,8.0,4.0,,61.35,51.0,F
CUST0996,Electronics,6.0,3.0,yes,92.75,31.0,M
CUST0484,Clothing,11.0,4.0,yes,53.99,49.0,Prefer not to say
CUST0318,Electronics,4.0,7.0,Y,130.5,58.0,Female
CUST0761,Books,5.0,2.0,nan,138.01,16.0,F
CUST0699,Clothing,8.0,4.0,yes,99.91,21.0,F
CUST0674,Clothing,6.0,5.0,nan,73.93,33.0,
CUST0884,Books,9.0,5.0,nan,133.98,40.0,
CUST0149,Electronics,6.0,,yes,672.0,35.0,Other
CUST0110,Home Goods,8.0,9.0,N,185.63,34.0,Female
CUST0567,Clothing,4.0,3.0,N,36.77,24.0,nan
CUST0221,,5.0,5.0,,85.07,21.0,Female
CUST0706,Electronics,,6.0,yes,96.91,17.0,Male
CUST0648,Electronics,8.0,6.0,nan,129.78,6.0,Female
CUST0329,Books,7.0,,N,170.07,34.0,Female
,Clothing,10.0,3.0,N,148.65,34.0,Prefer not to say
CUST0100,Electronics,4.0,7.0,Yes,22.32,31.0,M
CUST0379,Clothing,9.0,5.0,,10379.0,54.0,Female
CUST0289,Electronics,4.0,8.0,N,131.78,37.0,Prefer not to say
CUST0410,,9.0,3.0,yes,186.74,16.0,M
CUST0036,Electronics,11.0,7.0,nan,100.09,0.0,Male
CUST0050,Clothing,7.0,6.0,Y,69.25,44.0,Prefer not to say
CUST0121,Books,6.0,6.0,,142.61,57.0,
CUST0435,Books,6.0,5.0,yes,98.42,23.0,M
CUST0917,Clothing,7.0,4.0,nan,111.77,29.0,Male
CUST0819,Books,7.0,3.0,nan,82.46,43.0,Prefer not to say
CUST0094,Clothing,,4.0,Yes,108.33,29.0,nan
CUST0574,Clothing,8.0,5.0,N,27.53,50.0,Other
CUST0368,Clothing,9.0,1.0,yes,135.5,49.0,Other
CUST0369,Home Goods,5.0,6.0,No,153.64,65.0,nan
CUST0062,Home Goods,5.0,6.0,yes,39.77,59.0,Other
CUST0985,Books,7.0,5.0,nan,86.09,22.0,F
CUST0668,Books,8.0,4.0,nan,58.58,16.0,Female
CUST0215,,9.0,5.0,No,173.22,39.0,Other
CUST0569,Home Goods,7.0,4.0,,106.58,30.0,F
CUST0101,Home Goods,6.0,2.0,Y,86.49,40.0,F
CUST0727,Home Goods,9.0,5.0,No,22.2,35.0,nan
CUST0743,Clothing,7.0,,Yes,132.47,32.0,F
CUST0793,Electronics,5.0,9.0,no,71.75,77.0,Male
CUST0998,,6.0,5.0,Y,140.05,41.0,nan
CUST0407,Clothing,8.0,5.0,Yes,132.63,29.0,F
CUST0953,Electronics,6.0,5.0,Yes,172.29,22.0,Prefer not to say
CUST0381,Books,7.0,9.0,Y,172.16,29.0,F
CUST0300,Books,8.0,7.0,,0.0,27.0,Other
CUST0951,Home Goods,6.0,6.0,,74.38,34.0,M
CUST0663,Electronics,10.0,4.0,no,0.0,55.0,Male
CUST0167,Books,,3.0,no,60.39,37.0,Female
CUST0788,Books,,5.0,no,77.3,34.0,Other
CUST0967,Electronics,8.0,6.0,Yes,120.17,30.0,Prefer not to say
,Home Goods,,8.0,nan,116.27,69.0,nan
CUST0222,Home Goods,5.0,8.0,no,113.7,26.0,Other
CUST0844,Home Goods,11.0,7.0,no,139.66,27.0,nan
CUST0487,Home Goods,4.0,4.0,yes,81.29,6.0,Prefer not to say
CUST0226,Clothing,7.0,2.0,yes,158.23,15.0,F
CUST0265,Home Goods,11.0,6.0,Yes,104.17,25.0,Prefer not to say
CUST0107,Clothing,7.0,4.0,No,58.19,41.0,Prefer not to say
CUST0684,Books,,7.0,Yes,68.8,36.0,Male
CUST0033,Books,9.0,8.0,nan,101.06,39.0,F
CUST0618,Books,6.0,4.0,No,129.82,42.0,F
CUST0939,Clothing,7.0,5.0,no,89.85,24.0,Other
CUST0927,Electronics,10.0,5.0,no,47.18,0.0,Prefer not to say
CUST0544,Clothing,7.0,9.0,yes,108.63,22.0,Male
CUST0749,Electronics,7.0,4.0,N,100.01,56.0,Prefer not to say
CUST0821,Home Goods,6.0,8.0,N,116.94,,Male
CUST0546,Books,11.0,6.0,yes,115.86,34.0,Female
CUST0504,Books,9.0,5.0,No,101.1,50.0,Prefer not to say
CUST0454,Clothing,7.0,5.0,no,154.17,34.0,Female
CUST0903,Clothing,5.0,4.0,No,89.38,39.0,Other
CUST0587,Clothing,9.0,,no,32.8,38.0,Male
CUST0971,Books,6.0,4.0,nan,159.86,35.0,M
,Books,7.0,8.0,yes,183.7,22.0,F
CUST0250,Home Goods,4.0,4.0,yes,48.57,32.0,Male
CUST0561,Books,4.0,6.0,No,168.96,2.0,M
CUST0805,Clothing,7.0,2.0,nan,93.56,68.0,F
CUST0863,Clothing,7.0,5.0,,22.33,37.0,nan
CUST0770,Electronics,9.0,4.0,yes,26.95,35.0,Other
CUST0581,,,5.0,no,162.06,40.0,
CUST0469,Electronics,10.0,,yes,132.87,49.0,nan
CUST0428,Books,7.0,7.0,yes,57.91,18.0,Male
CUST0111,Books,5.0,,No,96.87,40.0,
CUST0104,Books,9.0,8.0,N,146.2,43.0,F
CUST0734,Books,9.0,5.0,Yes,21.85,37.0,Other
CUST0365,Home Goods,5.0,0.0,N,130.93,30.0,Male
CUST0921,Electronics,7.0,6.0,nan,146.0,35.0,M
CUST0267,Books,6.0,5.0,Y,82.06,26.0,Prefer not to say
CUST0203,Home Goods,9.0,,yes,81.15,56.0,M
CUST0378,Electronics,7.0,2.0,N,83.91,64.0,Other
CUST0450,Clothing,7.0,6.0,N,135.14,24.0,Other
CUST0102,Clothing,5.0,1.0,N,129.7,63.0,Other
CUST0230,Electronics,7.0,11.0,nan,76.34,33.0,F
CUST0319,Home Goods,4.0,6.0,Yes,76.54,26.0,Male
CUST0386,Books,6.0,8.0,Y,103.86,58.0,Male
CUST0371,Books,8.0,5.0,No,85.69,17.0,
CUST0025,Books,8.0,8.0,No,196.96,44.0,F
CUST0736,Home Goods,9.0,7.0,nan,159.13,35.0,Prefer not to say
CUST0312,Home Goods,4.0,4.0,nan,57.02,34.0,Male
CUST0802,Clothing,7.0,4.0,nan,101.46,32.0,M
CUST0134,Electronics,9.0,9.0,No,66.03,36.0,nan
CUST0876,,7.0,,No,16.39,65.0,Prefer not to say
CUST0474,Books,8.0,6.0,yes,46.03,51.0,F
CUST0677,Books,9.0,6.0,yes,40.99,51.0,nan
CUST0616,Home Goods,9.0,5.0,no,103.44,50.0,M
CUST0979,Books,9.0,4.0,Y,29.9,29.0,F
CUST0437,Books,12.0,5.0,Yes,153.45,33.0,F
CUST0192,Home Goods,9.0,,Yes,121.38,18.0,nan
CUST0030,Books,6.0,7.0,No,44.5,,Other
CUST0547,Electronics,4.0,4.0,Yes,97.71,51.0,M
CUST0886,Electronics,8.0,4.0,no,85.58,43.0,Male
CUST0826,Books,,6.0,Y,190.33,46.0,Prefer not to say
CUST0615,Clothing,10.0,,Y,127.35,46.0,F
CUST0112,Home Goods,7.0,7.0,yes,7.47,38.0,Other
CUST0792,Books,7.0,5.0,,135.86,38.0,Other
CUST0244,Electronics,9.0,7.0,Yes,83.18,46.0,Other
CUST0672,Clothing,9.0,7.0,no,41.56,57.0,M
CUST0607,Home Goods,7.0,7.0,Y,90.11,22.0,Other
CUST0535,Home Goods,9.0,1.0,,,14.0,M
CUST0457,Clothing,5.0,4.0,no,77.02,58.0,F
CUST0179,Electronics,9.0,6.0,yes,186.17,31.0,Prefer not to say
CUST0723,Books,6.0,4.0,No,68.53,28.0,Prefer not to say
CUST0789,Books,,3.0,Y,149.51,13.0,
CUST0043,Clothing,9.0,5.0,no,11246.0,52.0,Male
CUST0680,Clothing,5.0,4.0,Y,32.09,47.0,F
CUST0552,Books,8.0,6.0,N,144.93,25.0,M
CUST0857,Home Goods,6.0,9.0,nan,100.76,42.0,Other
CUST0246,Clothing,10.0,3.0,no,154.39,37.0,Prefer not to say
CUST0708,Books,7.0,3.0,yes,206.03,11.0,M
CUST0922,Home Goods,7.0,5.0,nan,84.93,46.0,
CUST0594,Books,9.0,6.0,nan,106.61,26.0,nan
CUST0721,Clothing,8.0,3.0,yes,71.39,31.0,Other
CUST0170,Clothing,6.0,6.0,Y,90.66,32.0,
CUST0661,Books,,,N,,26.0,Other
CUST0888,Clothing,,5.0,N,137.02,25.0,F
CUST0187,Clothing,8.0,6.0,Yes,89.18,24.0,Female
CUST0412,Books,8.0,3.0,Y,37.72,26.0,nan
CUST1000,Home Goods,8.0,3.0,Y,157.35,16.0,Other
CUST0703,Electronics,6.0,4.0,no,103.21,39.0,Other
CUST0045,Books,5.0,6.0,no,59.27,53.0,Male
CUST0365,Home Goods,5.0,0.0,N,130.93,30.0,Male
CUST0563,,7.0,7.0,yes,70.5,52.0,
CUST0273,Books,7.0,3.0,nan,104.84,33.0,Male
CUST0015,Books,4.0,3.0,yes,141.46,58.0,M
